Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE1,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2500,Rheumatology,Adult,16-64,12-15 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Adult,16-64, 0-3 Months,307
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Adult,16-64, 3-6 Months,40
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Adult,16-64, 6-9 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2600,General Surgery,Adult,16-64,12-15 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Adult,16-64, 0-3 Months,171
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Adult,16-64, 6-9 Months,10
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2604,Vascular Surgery,Adult,65+, 3-6 Months,77
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2605,Breast Surgery,Adult,16-64, 0-3 Months,734
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2605,Breast Surgery,Child,0-15, 0-3 Months,1
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,2700,Infectious Diseases,Adult,65+, 0-3 Months,2
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,16-64, 3-6 Months,233
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,16-64,12-15 Months,152
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,7800,Urology,Adult,65+,15-18 Months,13
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,7900,Clinical Immunology,Adult,16-64, 3-6 Months,6
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,16-64,15-18 Months,43
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,16-64,18 Months +,38
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+, 0-3 Months,64
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+, 3-6 Months,54
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+, 9-12 Months,33
28/01/2021,RCSI  Hospitals Group,0923,Beaumont Hospital,8003,Pain Relief,Adult,65+,12-15 Months,27
28/01/2021,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Adult,65+,15-18 Months,1
28/01/2021,RCSI  Hospitals Group,0932,Rotunda Hospital,1503,Gynaecology,Child,0-15, 0-3 Months,14
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,169
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64, 6-9 Months,110
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Adult,16-64,12-15 Months,136
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0100,Cardiology,Child,0-15,18 Months +,12
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,83
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,16-64, 6-9 Months,54
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Adult,16-64,12-15 Months,88
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0300,Dermatology,Child,0-15,18 Months +,16
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Child,0-15, 0-3 Months,54
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Child,0-15, 6-9 Months,34
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Child,0-15, 9-12 Months,86
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0600,Otolaryngology (ENT),Child,0-15,18 Months +,694
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0700,Gastro-Enterology,Adult,65+,15-18 Months,1
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0700,Gastro-Enterology,Child,0-15, 0-3 Months,1
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0700,Gastro-Enterology,Child,0-15, 6-9 Months,1
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0900,Geriatric Medicine,Adult,16-64, 0-3 Months,15
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,0900,Geriatric Medicine,Adult,16-64, 3-6 Months,5
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64, 0-3 Months,45
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64, 3-6 Months,35
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64, 9-12 Months,34
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,16-64,12-15 Months,54
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1100,Haematology,Adult,65+, 6-9 Months,11
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1300,Neurology,Adult,16-64, 0-3 Months,65
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1300,Neurology,Adult,16-64, 9-12 Months,46
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1300,Neurology,Adult,65+, 6-9 Months,12
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,319
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,16-64, 9-12 Months,85
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,16-64,18 Months +,369
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,65+, 3-6 Months,21
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,65+, 6-9 Months,8
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Adult,65+,12-15 Months,11
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1503,Gynaecology,Child,0-15,15-18 Months,1
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1800,Orthopaedics,Adult,65+, 0-3 Months,138
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,109
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1800,Orthopaedics,Adult,65+, 9-12 Months,119
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1900,Paediatrics,Child,0-15, 0-3 Months,239
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1900,Paediatrics,Child,0-15, 3-6 Months,190
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1900,Paediatrics,Child,0-15, 6-9 Months,101
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1900,Paediatrics,Child,0-15, 9-12 Months,117
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1900,Paediatrics,Child,0-15,12-15 Months,82
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,1900,Paediatrics,Child,0-15,18 Months +,7
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2003,Maxillo-Facial,Adult,16-64,15-18 Months,41
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2003,Maxillo-Facial,Adult,16-64,18 Months +,145
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2003,Maxillo-Facial,Adult,65+, 0-3 Months,9
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2003,Maxillo-Facial,Adult,65+, 9-12 Months,15
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2003,Maxillo-Facial,Child,0-15, 6-9 Months,3
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2300,Nephrology,Adult,16-64, 0-3 Months,21
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2300,Nephrology,Adult,16-64, 3-6 Months,15
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2300,Nephrology,Adult,16-64,12-15 Months,2
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,124
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,55
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,74
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2400,Respiratory Medicine,Adult,16-64,18 Months +,114
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2400,Respiratory Medicine,Adult,65+, 3-6 Months,60
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2400,Respiratory Medicine,Adult,65+,12-15 Months,59
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2400,Respiratory Medicine,Child,0-15,15-18 Months,1
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Adult,65+,15-18 Months,37
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Adult,65+,18 Months +,74
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Child,0-15, 3-6 Months,4
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,2600,General Surgery,Child,0-15, 6-9 Months,5
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Adult,16-64, 9-12 Months,82
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Adult,16-64,18 Months +,104
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Adult,65+, 3-6 Months,36
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Adult,65+, 6-9 Months,21
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,5000,General Medicine,Adult,65+,12-15 Months,26
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,7800,Urology,Adult,16-64,15-18 Months,74
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,7800,Urology,Child,0-15, 6-9 Months,12
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,7800,Urology,Child,0-15, 9-12 Months,17
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,7800,Urology,Child,0-15,12-15 Months,4
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,8000,Anaesthetics,Adult,16-64,15-18 Months,15
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,8000,Anaesthetics,Adult,65+, 3-6 Months,2
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,8000,Anaesthetics,Adult,65+, 6-9 Months,2
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,8000,Anaesthetics,Adult,65+, 9-12 Months,6
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,8000,Anaesthetics,Adult,65+,12-15 Months,7
28/01/2021,Saolta University Health Care Group,0500,Letterkenny University Hospital,8000,Anaesthetics,Adult,65+,18 Months +,13
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0000,Small Volume Specialities,Adult,16-64, 9-12 Months,1
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0300,Dermatology,Adult,65+,15-18 Months,42
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0300,Dermatology,Child,0-15, 3-6 Months,36
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0300,Dermatology,Child,0-15, 6-9 Months,27
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0300,Dermatology,Child,0-15, 9-12 Months,25
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0300,Dermatology,Child,0-15,12-15 Months,17
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0300,Dermatology,Child,0-15,18 Months +,2
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0400,Endocrinology,Adult,16-64,15-18 Months,40
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0400,Endocrinology,Adult,16-64,18 Months +,215
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0400,Endocrinology,Adult,65+, 0-3 Months,15
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0400,Endocrinology,Adult,65+, 3-6 Months,17
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0400,Endocrinology,Adult,65+, 6-9 Months,7
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0400,Endocrinology,Adult,65+,12-15 Months,16
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0402,Diabetes Mellitus,Adult,16-64, 0-3 Months,9
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0402,Diabetes Mellitus,Adult,65+, 3-6 Months,3
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0600,Otolaryngology (ENT),Adult,16-64,15-18 Months,173
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0600,Otolaryngology (ENT),Adult,65+, 0-3 Months,60
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0600,Otolaryngology (ENT),Adult,65+,18 Months +,163
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0600,Otolaryngology (ENT),Child,0-15, 3-6 Months,74
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0600,Otolaryngology (ENT),Child,0-15, 6-9 Months,52
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,0600,Otolaryngology (ENT),Child,0-15,12-15 Months,107
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1100,Haematology,Adult,16-64, 0-3 Months,24
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1100,Haematology,Adult,16-64, 3-6 Months,9
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1100,Haematology,Adult,16-64, 6-9 Months,9
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1100,Haematology,Adult,16-64, 9-12 Months,4
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1300,Neurology,Adult,16-64, 0-3 Months,69
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1300,Neurology,Adult,16-64, 3-6 Months,61
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1300,Neurology,Adult,16-64, 6-9 Months,34
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1300,Neurology,Adult,16-64, 9-12 Months,57
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,191
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1503,Gynaecology,Adult,16-64, 6-9 Months,73
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1503,Gynaecology,Adult,16-64, 9-12 Months,130
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1503,Gynaecology,Adult,16-64,12-15 Months,94
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1503,Gynaecology,Adult,16-64,18 Months +,109
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1700,Ophthalmology,Adult,16-64,15-18 Months,27
28/01/2021,Saolta University Health Care Group,0501,Sligo University Hospital,1700,Ophthalmology,Adult,65+,18 Months +,48
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,2300,Nephrology,Adult,16-64,18 Months +,46
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,2300,Nephrology,Adult,65+, 3-6 Months,22
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,2300,Nephrology,Adult,65+, 6-9 Months,13
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,2300,Nephrology,Adult,65+,12-15 Months,19
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,2300,Nephrology,Adult,65+,15-18 Months,14
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,89
28/01/2021,South/South West Hospital Group,0600,University Hospital Waterford,2400,Respiratory Medicine,Adult,16-64,12-15 Months,106
